Year,Month,Lond,Latd,School,Bet_cp,Skj_cp,Yft_cp,Sum_cp,Chla,SSHA,SST
1998,6,162.5,-0.5,2,0.03,66.605,1.36,67.995,0.1844,-5.45568182,28.595
1998,7,176.5,-0.5,1,0,67.23,0,67.23,0.2529,-4.81333333,28.20833333
1998,2,170.5,-3.5,3,0,67.31,0,67.31,0.0789375,-4.54333333,28.52205882
1998,12,165.5,1.5,2,0.04,67.765,1.695,69.495,0.17245556,1.40387597,28.638
1998,11,164.5,0.5,3,0.75,68.27,3.26,72.29,0.18246875,-0.50714286,28.34583333
1998,5,156.5,-5.5,4,0,68.61,0,68.61,0.065925,4.34,29.4125
1998,6,177.5,3.5,2.5,0.3025,68.93,3.68,72.915,0.2236,-4.34186047,28.52083333
1998,8,173.5,2.5,3,0,69.31,0,69.31,0.1518625,0.028125,28.56176471
1998,5,155.5,-1.5,1,0,69.44,0,69.44,0.07955,-7.84508197,29.67
1998,10,152.5,4.5,3,0,69.57,0,69.57,0.05209167,3.43673469,30.378
1998,3,143.5,3.5,4,0,69.845,0,69.845,0.08760625,-5.61555556,28.58333333
1998,10,158.5,2.5,2.66666667,0.23333333,69.90333333,10,80.13666667,0.12956875,-5.12647059,29.44583333
1998,3,175.5,-3.5,3,0.4,69.92,1.72,72.03,0.06894375,-0.215,29.475
1998,6,175.5,1.5,3,0,70,0,70,0.27169167,3.438,28.8
1998,10,158.5,1.5,3,0,70.18,0,70.18,0.13303333,-6.91470588,29.02
1998,1,180.5,-3.5,3,0,70.66,0,70.66,0,2.01714286,29.43857143
1998,1,146.5,1.5,3,2.25,72,9.75,84,0.12364167,-2.39827586,28.512
1998,7,178.5,3.5,1.5,0,72.035,0,72.035,0.16265,3.5,28.755
1998,10,156.5,1.5,2.5,0,72.37,0,72.37,0.11817778,-2.9925,29.325
1998,4,168.5,-6.5,3,0,72.67,0,72.67,0.11241667,-10.59509804,29.045
1998,4,158.5,-3.5,3,0,72.99,0,72.99,0.0726625,-0.78796296,29.04166667
1998,9,176.5,3.5,3.33333333,0.15666667,73.79333333,6.67,80.62,0.14261875,-1.635,28.75416667
1998,3,150.5,4.5,3,0,74.07,0,74.07,0.13954444,-1.35277778,28.16
1998,2,160.5,-4.5,3,0.49,75.43666667,7.08,83.00666667,0.08175833,-4.62432432,28.53
1998,5,157.5,-0.5,1,0,76.12,0,76.12,0.15355,1.82941176,29.02083333
1998,10,149.5,3.5,3,0,76.36,0,76.36,0.06205,1.25873016,30.155
1998,9,174.5,5.5,3,0,76.92,0,76.92,0.09092727,4.83928571,29.09583333
1998,2,149.5,2.5,3.25,0.4925,77.28,2.2275,80,0.1509625,-7.14594595,28.185
1998,5,162.5,-1.5,2.75,0.05,77.335,2.1325,79.515,0.16031111,1.140625,28.362
1998,4,170.5,-7.5,2,4.53,78.335,19.665,102.53,0.1163,-9.80116279,29.14166667
1998,10,159.5,1.5,4,0,78.95,0,78.95,0.16581111,-3.69,28.734
1998,4,162.5,-2.5,1,0.06,79.23,2.67,81.97,0.07675833,0.13529412,29.115
1998,2,170.5,-6.5,4,2.39,80,7.61,90,0.09226875,-1.67647059,28.64583333
1998,12,163.5,-1.5,3,1.26,80.84333333,11.22666667,93.33333333,0.09578333,2,29.24
1998,4,165.5,-5.5,3,0,81.4,0,81.4,0.07008333,-1.67578947,29.22
1998,10,163.5,0.5,3,0,82.78,0,82.78,0.20605,-1.65932203,28.2
1998,6,159.5,2.5,4,0,83.33,0,83.33,0.15064167,0.278,28.735
1998,11,164.5,2.5,2,0.76,84.225,27.655,112.635,0.147,1.89117647,28.58333333
1998,9,168.5,2.5,4,0,86.83,0,86.83,0.14140833,-2.3648855,28.89
1998,11,152.5,3.5,1,0,88.13,0,88.13,0.0716375,2.49166667,29.47
1998,9,175.5,2.5,2,1.27,88.455,20.11,109.83,0.14175,-1.15416667,28.665
1998,10,160.5,2.5,4.5,1.195,88.575,5.425,95.195,0.13273125,-3.64074074,29.19583333
1998,10,165.5,3.5,3,2.315,89.745,10.505,102.565,0.10746667,-1.94242424,29.39
1998,6,163.5,-0.5,2,0.15,92,6.515,98.665,0.2250625,-6.54716981,28.2375
1998,9,176.5,4.5,2.66666667,0.15,92.27666667,6.41,98.83666667,0.10103333,3.73552632,29.16
1998,8,182.5,6.5,3,0.79,92.44,3.42,96.64,0,-1.736,28.5
1998,3,157.5,-5.5,3,0,93.02,0,93.02,0.11606923,-11.02,28.72916667
1998,8,178.5,1.5,2.5,0,93.75,0,93.75,0.18716667,-2.18461538,27.948
1998,11,162.5,4.5,2,0,94,0,94,0.11287778,4.48461538,28.914
1998,12,163.5,-2.5,2,1.075,94.91,12.815,108.8,0.0581625,0.60909091,29.62916667
1998,5,162.5,-2.5,3,0.12333333,95.18333333,2.42,97.72333333,0.12854167,3.75238095,29.105
1998,10,161.5,0.5,2,0,96.025,0,96.025,0.1831875,4.85294118,28.47916667
1998,12,167.5,-5.5,4,0,100,0,100,0.0631,2.03611111,29.35416667
1998,10,161.5,1.5,3.5,0,102.095,0,102.095,0.15671667,2.80588235,28.75
1998,3,153.5,3.5,3,0,104.94,0,104.94,0.10703333,0.78450704,28.425
1998,10,167.5,1.5,2,0.225,106.695,9.74,116.66,0.20558333,-0.40344828,28.335
1998,12,163.5,-3.5,1,0.74,107.69,31.57,140,0.04555,-0.75274725,29.60416667
1998,6,159.5,-7.5,3,0,108.27,0,108.27,0.19673333,-3.64722222,28.525
1998,3,157.5,2.5,3,0,110,0,110,0.15810625,-7.61016949,28.20416667
1998,11,160.5,1.5,2,0,112,0,112,0.11844167,0.30296296,29.335
1998,10,151.5,2.5,3,0,113.04,0,113.04,0.076325,-1.05405405,30.17083333
1998,11,162.5,-0.5,3,0,115.61,0,115.61,0.14785,1.28490566,29.04
1998,10,164.5,2.5,1,0.15,115.89,6.47,122.52,0.13316875,4.40294118,29.075
1998,9,161.5,1.5,5,0,119.05,0,119.05,0.13125833,0.92941176,29.055
1998,3,176.5,-3.5,3,0.42,121.69,1.83,123.94,0.06286667,1.29340659,28.79545455
1998,10,155.5,1.5,1,0,122.81,0,122.81,0.11784167,4.92352941,29.394
1998,9,162.5,2.5,3,0,126.98,0,126.98,0.13084167,-5.2984127,29.27
1998,12,160.5,1.5,3,3.32,134.75,14.41,152.48,0.08848333,-0.49754098,29.28
1998,10,161.5,2.5,4,0,158.94,0,158.94,0.13015625,0.65625,29.24583333
1998,12,168.5,-6.5,4,0,175,0,175,0.06539167,2.11946309,29.05
1998,9,156.5,3.5,3,0,258.33,0,258.33,0.07934545,0.62276423,29.8375
1999,4,154.5,3.5,4,0.6,0.19333333,3.17666667,3.97,0.06948333,1.025,28.63043478
1999,12,163.5,-0.5,2.5,0.89,0.315,17.225,18.43,0.191675,2.33239437,28.7875
1999,10,170.5,5.5,4,0,0.42,0,0.42,0.067325,9.19083969,29.15833333
1999,7,167.5,-2.5,4,0.73,0.5,3.29,4.53,0.11719375,-3.0266129,28.9625
1999,2,151.5,5.5,3,0,0.63,0,0.63,0.04489375,2.10888889,29.25833333
1999,2,141.5,3.5,3,0,0.67,0,0.67,0.05522727,2.128125,28.91666667
1999,9,158.5,4.5,3,0,0.67,0,0.67,0.056575,2.9016129,29.55
1999,11,154.5,2.5,3,0,0.7,0,0.7,0.05736875,4.76100629,29.70416667
1999,2,148.5,0.5,1,0,0.73,0.72,1.46,0.10724375,6.06666667,29.21029412
1999,8,175.5,3.5,3,0.414,0.814,2.996,4.22,0.14580625,0.63076923,28.6
1999,4,149.5,2.5,2,0.34,0.835,2.16,3.335,0.0815625,3.98095238,29.66
1999,10,157.5,-0.5,1,0.08,0.89,12.46,13.43,0.1494,-6.41764706,29.28333333
1999,12,159.5,1.5,1,0,0.9,0.45,1.35,0.09906667,2.58611111,29.13
1999,8,174.5,5.5,4,2.6,0.95,11.62,15.17,0.06174167,-1.371875,28.59583333
1999,8,145.5,5.5,5,0.24,1,1.57,2.8,0.04679375,-2.07037037,29.1875
1999,11,152.5,3.5,3,0,1.05,0,1.05,0.045675,6.72886598,29.43
1999,6,158.5,0.5,4,0.39,1.06,1.74,3.18,0.151975,-2.66153846,29.37916667
1999,11,169.5,-1.5,4,1.95,1.07,8.72,11.73,0.201075,-0.33837209,28.395
1999,6,150.5,5.5,3,0,1.11,0,1.11,0.03909167,7.06166667,28.94166667
1999,9,174.5,6.5,4,0,1.11,0,1.11,0.05777273,0.08545455,28.75
1999,3,154.5,3.5,3,0.16,1.15,0.99,2.3,0.09609091,0.05783133,29.2375
1999,4,151.5,4.5,5,0,1.16,0,1.16,0.062975,8.71666667,29.255
1999,7,155.5,4.5,2.5,0.65,1.19,2.92,4.76,0.04386667,-4.46354167,28.962
1999,12,159.5,0.5,2.5,0,1.21,0.32,1.53,0.14099167,3.00561798,28.8
1999,6,171.5,4.5,1,0,1.21,0,1.21,0.10207778,-2.38529412,28.51
1999,9,166.5,0.5,3.5,0.62,1.215,3.225,5.06,0.2033875,-0.55473684,28.46666667
1999,12,164.5,6.5,4,0.14,1.25,0.61,2,0.07074,10.7557377,28.65
1999,3,143.5,5.5,3,0,1.25,0,1.25,0.056875,2.0972973,28.9625
1999,8,143.5,4.5,3,0,1.25,0,1.25,0.050975,-6.04583333,29.03
1999,9,161.5,-1.5,4,1.65,1.29,7.37,10.31,0.17853333,-0.13478261,29.15
1999,4,156.5,1.5,3,0,1.29,0,1.29,0.13341111,1.4175,27.895
1999,8,175.5,6.5,4,0.49,1.33,2.18,4,0.06564375,-3.48088235,28.19
1999,2,141.5,2.5,1,0,1.33,0,1.33,0.07394167,0.57,29.4
1999,6,169.5,2.5,3.5,0.1,1.335,0.435,1.87,0.11795,-0.41454545,28.8375
1999,6,167.5,3.5,4,0.49,1.34,2.19,4.01,0.1072375,-1.29782609,28.64166667
1999,10,171.5,-2.5,2.5,0.14,1.365,8.51,10.015,0.160525,-2.78478261,28.8625
1999,4,142.5,2.5,1,0.1,1.44,15.05,16.59,0.07072,2.05384615,28.48548387
1999,1,144.5,3.5,3,0.2,1.46,1.26,2.92,0.0283,-0.9483871,29.94583333
1999,11,149.5,3.5,3,0,1.5,0,1.5,0.043225,3.56666667,29.995
1999,10,169.5,-1.5,3.5,2.65,1.505,14.695,18.855,0.1761,-2.50229885,28.405
1999,4,164.5,-2.5,3,0.21,1.52,1.31,3.04,0.134925,-1.64807692,27.83333333
1999,9,164.5,-0.5,4,0.57,1.55,2.53,4.64,0.18964375,-3.7127907,28.53333333
1999,1,169.5,-9.5,5,0,1.55,0,1.55,0.1227,6.94473684,29.51571429
1999,6,155.5,0.5,1,0.03,1.59,3.96,5.58,0.10186875,-3.36333333,29.075
1999,8,158.5,0.5,2.5,0.02,1.635,3.245,4.905,0.0832125,-2.02,29.325
1999,6,170.5,-7.5,4,0,1.67,0,1.67,0.05853333,-2.32857143,29.14166667
1999,2,145.5,3.5,3,0,1.688,0,1.688,0.0693,3.85408163,28.93333333
1999,7,160.5,-0.5,3.5,2.465,1.695,11.045,15.21,0.10396875,-6.25263158,29.05
1999,11,157.5,-0.5,3,5.264,1.696,40.016,46.974,0.11863125,1.17714286,29.3875
1999,9,164.5,-1.5,3.5,0.565,1.72,2.87,5.155,0.16220833,-1.58472222,28.855
1999,11,150.5,4.5,3,0,1.75,0,1.75,0.03877778,4.57741935,30.245
1999,12,171.5,-1.5,4,0,1.79,0,1.79,0.20563333,-1.58823529,28.425
1999,3,158.5,4.5,3,0,1.9,0,1.9,0.07122727,2.48072289,29.045
1999,11,161.5,-1.5,3,1.54,1.928,14.888,18.358,0.15144167,0.344375,29.145
1999,4,158.5,6.5,4,0,2,0,2,0.06897692,1.87746479,27.93636364
1999,10,158.5,0.5,2,0.335,2.035,6.635,9.01,0.1531,-7.82045455,29.14166667
1999,7,164.5,-2.5,3.5,0.755,2.035,3.64,6.43,0.12934375,-6.07909605,28.975
1999,12,165.5,0.5,4,0.76,2.08,3.41,6.25,0.22439167,-1.28860759,28.195
1999,7,174.5,2.5,3.5,0.715,2.1,4.535,7.35,0.19205833,-7.11271676,28.25
1999,6,156.5,4.5,3,0.72,2.12,4.58,7.43,0.04798889,-1.38076923,29.55
1999,6,157.5,4.5,4,0.39,2.13,1.74,4.26,0.0488,-0.59285714,29.22
1999,1,154.5,1.5,3,0,2.13,0,2.13,0.09060833,0.7615942,29.815
1999,6,159.5,1.5,2,0,2.13,0,2.13,0.09937778,1.63846154,29.088
1999,7,164.5,0.5,4,0,2.14,0,2.14,0.15576875,2.80208333,29.02916667
1999,12,167.5,-1.5,4,0.39,2.15,1.75,4.29,0.185725,1.49675325,28.5
1999,12,168.5,-1.5,4,0.39,2.15,1.75,4.29,0.1761,-3.34736842,28.5
1999,12,160.5,-0.5,1,0.19,2.18,28.19,30.57,0.183325,-1.84210526,28.91666667
1999,9,170.5,5.5,4,0.41,2.22,1.82,4.44,0.05258667,0.08360656,29.02916667
1999,2,155.5,-0.5,1,0,2.22,0,2.22,0.1692,-1.56101695,28.14
1999,6,154.5,6.5,4,0,2.22,0,2.22,0.04815625,-7.75,28.87714286
1999,9,153.5,0.5,1,0,2.22,0,2.22,0.0564,2.925,29.84166667
1999,9,153.5,4.5,3,0,2.22,0,2.22,0.05514444,-1.84065934,29.52
1999,12,155.5,0.5,4,0,2.25,0,2.25,0.10949375,-0.48554217,29.62
1999,5,168.5,-4.5,4,0.83,2.26,3.7,6.79,0.08207778,-3.77254902,28.884
1999,10,165.5,-4.5,3.5,0.765,2.26,3.76,6.785,0.0987,-0.69879518,29.526
1999,5,166.5,-2.5,4,0,2.26,0,2.26,0.1320875,-2.17462687,28.45
1999,9,175.5,-2.5,4,0,2.27,0,2.27,0.16493125,-2.2622449,28.27
1999,9,177.5,-3.5,4,0,2.27,0,2.27,0.14231667,-2.0546875,28.3
1999,8,167.5,-0.5,3.5,0.905,2.285,5.195,8.385,0.19005,-3.105,28.5875
1999,1,145.5,3.5,3,0,2.3,0,2.3,0.03948667,1.06344086,29.99166667
1999,12,178.5,-4.5,3,0.31,2.31,1.99,4.62,0.137775,-3.85,28.572
1999,1,149.5,3.5,3,0,2.31,0,2.31,0.05725,-1.25148515,29.405
1999,5,149.5,4.5,5,0,2.33,0,2.33,0.060575,1.96836735,29.28
1999,7,157.5,4.5,3.5,0.065,2.38,0.41,2.855,0.047,-4.26382979,29.055
1999,8,174.5,1.5,4,4.44,2.43,19.89,26.76,0.21488889,-2.47944444,27.745
1999,8,174.5,3.5,4,0,2.43,0,2.43,0.12453333,-0.74954955,28.67916667
1999,10,158.5,1.5,2,0.145,2.465,21.355,23.97,0.10843333,-9.16470588,29.375
1999,1,138.5,3.5,3,0,2.5,0,2.5,0.03408333,5.50526316,29.96666667
1999,1,168.5,-10.5,5,0,2.5,0,2.5,0.07404444,6.73870968,28.915
1999,4,148.5,3.5,3,0,2.5,0,2.5,0.080025,1.278125,29.57142857
1999,7,149.5,4.5,5,0,2.5,0,2.5,0.06540833,-3.94752475,29.304
1999,11,149.5,4.5,3,0,2.5,0,2.5,0.05387,1.20847458,30.33
1999,11,181.5,-4.5,3,0,2.5,0,2.5,0,-1.45128205,28.71
1999,7,167.5,-3.5,4,0.46,2.51,2.05,5.03,0.10880625,-2.07875,29.04166667
1999,10,167.5,-1.5,3.5,1.18,2.59,6.595,10.36,0.16190833,-2.81169591,28.365
1999,10,165.5,-2.5,4,0.76,2.59,3.38,6.72,0.142475,-1.81666667,28.885
1999,10,166.5,-3.5,3.5,0.475,2.59,2.12,5.18,0.107725,-0.19716981,29.1875
1999,12,170.5,1.5,2.66666667,0,2.6,0,2.6,0.211725,-3.01764706,27.875
1999,5,164.5,4.5,4,0,2.65,0,2.65,0.101825,-3.58352941,28.59
1999,7,150.5,4.5,3,0,2.66,0,2.66,0.06447778,-4.14742268,29.28
1999,7,151.5,4.5,3,0,2.66,0,2.66,0.07093333,-0.6826087,28.9
1999,8,169.5,3.5,4,0,2.66,0,2.66,0.06653125,-1.865,28.84166667
1999,12,171.5,-4.5,4,0,2.68,0,2.68,0.14243333,2.60212766,29.39
1999,7,166.5,1.5,4,0,2.75,0,2.75,0.14860833,-4.792,28.84
1999,9,169.5,-2.5,4,1.01,2.77,4.53,8.31,0.14265,-0.65731707,28.5375
1999,11,161.5,1.5,2,0.14,2.775,2.76,5.67,0.14693333,-0.66470588,28.78
1999,6,156.5,0.5,2.5,0.4,2.81,2.955,6.165,0.11879167,0.60520833,29.04166667
1999,12,150.5,1.5,4,0.52,2.84,2.32,5.68,0.05875556,-2.12222222,29.95
1999,12,154.5,2.5,3,0,2.84,0,2.84,0.05198125,4.61045752,29.70833333
1999,5,162.5,-1.5,2.5,0.005,2.855,1.06,3.925,0.15121111,-0.48235294,28.866
1999,7,162.5,2.5,3,0,2.86,0,2.86,0.0751,-3.52761905,29.41
1999,7,162.5,3.5,3,0,2.86,0,2.86,0.06775,-4.05274725,29.055
1999,12,150.5,5.5,1,0,2.86,0,2.86,0.060425,5.90130719,29.85833333
1999,10,161.5,-0.5,3,0.39,2.87,2.47,5.73,0.164425,-1.43815789,28.73333333
1999,4,140.5,4.5,3,0,2.88,0,2.88,0.07664545,-1.32195122,29.67222222
1999,4,140.5,3.5,3,0,2.89,0,2.89,0.05526,3.8137931,29.575
1999,4,157.5,-0.5,4,0.79,2.9,3.55,7.25,0.17759375,-2.44705882,28.51666667
1999,5,149.5,6.5,5,0,2.9,0,2.9,0.04551875,7.0122807,29.19310345
1999,4,157.5,-1.5,4,1.06,2.91,4.75,8.72,0.14111667,-2.078,28.93
1999,5,146.5,4.5,3,0,2.91,0,2.91,0.05725,1.76588235,29.712
1999,5,147.5,4.5,3,0,2.91,0,2.91,0.05953333,1.23469388,29.415
1999,3,143.5,3.5,2,0,2.925,0,2.925,0.07077692,5.91018519,28.77083333
1999,4,150.5,5.5,2,0,2.945,0,2.945,0.06024545,3.44830508,28.89705882
1999,2,139.5,4.5,3,0,2.958,0,2.958,0.06095,7.47659574,29.25
1999,8,147.5,4.5,3,0.24,2.99,1.55,4.79,0.04968889,-3.90102041,29.21
1999,8,146.5,3.5,3,0,2.99,0,2.99,0.05105,-4.83670886,29.075
1999,8,149.5,3.5,3,0,2.99,0,2.99,0.0559125,-3.1877551,29.715
1999,8,181.5,5.5,4,0,3,0,3,0,2.8584507,27.985
1999,11,143.5,3.5,2.66666667,0,3.03666667,0,3.03666667,0.06611875,3.49340659,29.67428571
1999,8,169.5,-4.5,4,3.34,3.05,14.95,21.34,0.1148,-1.33,29.13
1999,11,165.5,1.5,4,0.57,3.13,2.55,6.25,0.15684444,-0.30342466,28.524
1999,8,169.5,2.5,4,0.23,3.19,1.01,4.43,0.11560625,-3.62173913,28.65833333
1999,4,151.5,3.5,4,0,3.195,0,3.195,0.07235,0.64888889,29.325
1999,12,168.5,-2.5,4,0.59,3.21,2.63,6.42,0.15529167,-3.29166667,28.86
1999,12,149.5,3.5,2,0.02,3.225,3.205,6.45,0.05073125,4.61354167,29.825
1999,1,159.5,2.5,1,0.09,3.24,12.88,16.21,0.120025,0.34927536,28.48965517
1999,4,139.5,3.5,3,0.89,3.25,5.61,9.74,0.0692375,6.03444444,29.5137931
1999,4,140.5,2.5,2,0.01,3.25,1.79,5.055,0.06221875,3.19076923,29.39516129
1999,7,155.5,-0.5,2.5,1.465,3.265,7.615,12.35,0.0935125,-1.48,28.945
1999,8,155.5,2.5,4,0.6,3.27,2.67,6.54,0.05670625,1.28163265,29.345
1999,2,146.5,3.5,3,0,3.28,0,3.28,0.06486875,6.044,28.99
1999,1,158.5,-1.5,3,0,3.33,0,3.33,0.07315833,-1.98689655,29.995
1999,7,155.5,0.5,1,0,3.33,0,3.33,0.09770625,-1.55662651,29.095
1999,7,162.5,-0.5,3,1.48666667,3.38,31.20333333,36.06666667,0.12776667,-1.28214286,28.95
1999,10,158.5,4.5,4,0,3.38,0,3.38,0.06240833,7.11625,29.75
1999,10,162.5,0.5,3,0.93,3.4,5.88,10.2,0.17425833,-0.59912281,28.98
1999,10,160.5,3.5,3,0.46,3.4,2.94,6.8,0.06831875,6.62,29.88333333
1999,10,163.5,3.5,3,0,3.4,0,3.4,0.08415625,2.53981481,29.16666667
1999,10,169.5,0.5,1,0,3.4,0,3.4,0.25644375,-2.33130435,28.125
1999,10,162.5,-0.5,3,0.63,3.44,3.97,8.04,0.18964167,-1.40588235,28.755
1999,9,160.5,3.5,3,0,3.44,0,3.44,0.04806875,2.61188119,29.57916667
1999,12,179.5,-2.5,3,1.42,3.46,8.97,13.84,0.18583125,0.59117647,27.61666667
1999,12,176.5,-3.5,3,0,3.47,0,3.47,0.15574375,2.39908257,28.62083333
1999,12,164.5,-0.5,1,0.1,3.5,14.79,18.39,0.198975,-1.8119403,28.66666667
1999,8,153.5,2.5,1,0,3.52,0,3.52,0.056675,2.08181818,29.8125
1999,5,151.5,5.5,5,0,3.53,0,3.53,0.05385625,-7.53571429,29.34166667
1999,7,158.5,3.5,3.5,0,3.57,0,3.57,0.0659625,-1.70833333,29.55416667
1999,7,160.5,0.5,2.5,0,3.575,0,3.575,0.1138125,-2.07888889,28.7875
1999,6,147.5,6.5,5,0,3.59,0,3.59,0.044225,8.1012987,29.03333333
1999,10,174.5,1.5,4,0,3.64,0,3.64,0.16202222,0.29426752,28.44
1999,4,138.5,2.5,2,0.025,3.7,3.835,7.56,0.06848333,0.39,29.0625
1999,4,148.5,1.5,1,0,3.75,0,3.75,0.10048333,1.24537037,29.22
1999,5,166.5,3.5,4,0,3.75,0,3.75,0.1103,-5.34672897,28.69583333
1999,7,164.5,5.5,3,0,3.75,0,3.75,0.05175,-3.70176471,28.975
1999,5,163.5,6.5,4,0,3.76,0,3.76,0.06870625,-2.69272727,28.39166667
1999,7,162.5,5.5,3,0,3.76,0,3.76,0.05158333,-1.22580645,28.86
1999,7,165.5,-0.5,3.5,0.34,3.77,2.17,6.285,0.20443333,3.88846154,28.745
1999,3,157.5,1.5,4,0,3.8,0,3.8,0.202025,-2.98439306,28.025
1999,9,170.5,0.5,3.5,1.825,3.815,9.625,15.265,0.2193375,-1.78857143,28.01666667
1999,6,159.5,4.5,3.5,0.29,3.83,1.84,5.955,0.04442222,-5.04556962,28.734
1999,9,165.5,3.5,2.5,0.01,3.88,1.69,5.58,0.07219167,2.87721519,29.455
1999,4,158.5,2.5,1,0,3.88,0,3.88,0.11948125,-2.72258065,28.09583333
1999,11,178.5,-4.5,4,0.2,3.89,0.91,5,0.13583333,-2.33877551,28.632
1999,8,173.5,5.5,4,0.29,3.95,1.29,5.53,0.06079375,-3.86538462,28.4125
1999,8,169.5,1.5,3.5,1.09,3.99,6.89,11.97,0.211175,-0.8,28.685
1999,3,150.5,2.5,3,0.10333333,3.99,0.66333333,4.76,0.10181818,-4.246,29.04
1999,8,167.5,3.5,2.5,0,3.99,0,3.99,0.0550375,0.62916667,29.1
1999,4,152.5,2.5,3.25,0.78,3.9975,4.4525,9.2275,0.08220769,-0.96521739,28.41923077
1999,9,157.5,2.5,3.5,0,4,0,4,0.049525,2.60854701,29.7875
1999,5,158.5,4.5,3.5,0.135,4.005,0.615,4.755,0.053475,0.09411765,28.85
1999,4,141.5,4.5,2,0,4.09,0,4.09,0.08088889,5.79384615,29.465625
1999,6,168.5,3.5,2.66666667,0.42666667,4.09666667,2.69333333,7.21666667,0.10349167,-8.39901961,28.605
1999,9,160.5,2.5,3,0,4.12,0,4.12,0.05479375,1.84047619,29.6625
1999,7,167.5,0.5,3.5,1.135,4.125,6.145,11.41,0.1944875,-2.60322581,28.45416667
1999,9,165.5,-5.5,4,10.56,4.13,47.29,61.98,0.076125,1.83566434,29.1
1999,11,162.5,-0.5,2.5,0.23,4.175,4.035,8.44,0.17986667,0.66901408,28.465
1999,8,170.5,-0.5,3,0.57,4.18,3.61,8.37,0.21590625,-0.11219512,28.04583333
1999,8,171.5,-2.5,1,0,4.18,0,4.18,0.1674,-0.23478261,28.375
1999,7,173.5,3.5,4,0,4.2,0,4.2,0.14305625,-7.33364486,28.48285714
1999,4,151.5,5.5,4,0,4.245,0,4.245,0.05172143,9.33181818,28.97916667
1999,12,150.5,3.5,2.5,0.01,4.26,1.41,5.68,0.04256667,2.7,29.72083333
1999,6,159.5,0.5,4,0,4.26,0,4.26,0.144125,1.99174312,29.13
1999,1,151.5,3.5,5,0,4.27,0,4.27,0.05814,0.1,29.55428571
1999,6,167.5,2.5,3.5,0,4.275,0,4.275,0.1147125,0.61162791,28.80833333
1999,12,169.5,-1.5,3,1.17,4.29,7.41,12.88,0.18824167,1.67567568,28.525
1999,12,165.5,-4.5,4,0.39,4.29,1.75,6.44,0.07638889,3.28829787,29.586
1999,8,161.5,-1.5,3,1.47,4.3,9.29,15.05,0.10178333,0.04685315,29.27
1999,12,148.5,3.5,2.66666667,0.00666667,4.3,1.06666667,5.37666667,0.05275625,5.15045872,29.825
1999,12,158.5,0.5,2,0.01,4.335,1.605,5.95,0.13376875,-2.33953488,28.86666667
1999,7,168.5,1.5,3.5,0.895,4.355,5.06,10.305,0.166,-4.63642384,28.656
1999,2,147.5,3.5,1,0,4.37,0,4.37,0.058475,3.13529412,29.07794118
1999,4,161.5,3.5,3,0,4.37,0,4.37,0.08605833,0.59090909,28.02083333
1999,4,162.5,4.5,4,0,4.37,0,4.37,0.12201429,-5.92833333,27.552
1999,5,154.5,5.5,3.5,0,4.415,0,4.415,0.04840625,-1.17058824,28.75416667
1999,7,142.5,3.5,3,0,4.44,0,4.44,0.065675,-3.1943662,29.325
1999,12,170.5,2.5,1,0,4.44,0,4.44,0.19334375,0.56538462,28.2375
1999,1,159.5,1.5,2,0.15,4.46,6.945,11.56,0.14331111,-2.75526316,28.974
1999,12,170.5,-2.5,4,0.81,4.46,3.65,8.93,0.17980625,0.96338028,28.88333333
1999,12,155.5,2.5,3,0,4.5,0,4.5,0.067475,-2.36,29.51
1999,12,178.5,-6.5,3,0,4.5,0,4.5,0.12605625,0.85263158,29.105
1999,3,146.5,3.5,3.25,0,4.5175,0,4.5175,0.05881,3.60430108,28.86
1999,10,167.5,-3.5,4,0.71,4.52,3.17,8.4,0.12690625,-3.61134021,29.1375
1999,5,166.5,-0.5,1,0,4.52,0,4.52,0.1832375,-2.96320755,27.925
1999,5,167.5,-1.5,3,0,4.52,0,4.52,0.14788333,-1.92647059,27.845
1999,9,175.5,-3.5,4,0,4.55,0,4.55,0.13709375,-1.02222222,28.335
1999,9,149.5,4.5,3,0,4.58,0,4.58,0.06249167,0.75243902,29.01
1999,1,158.5,-0.5,2,0.23,4.585,2.27,7.08,0.08759375,-3.01010101,29.70833333
1999,11,155.5,-1.5,1,0.16,4.59,22.78,27.52,0.113,1.128125,29.646
1999,8,156.5,-0.5,4,1.67,4.59,7.5,13.76,0.065975,3.54444444,29.3125
1999,8,158.5,-0.5,3,0,4.59,0,4.59,0.07501875,0.36979167,29.4125
1999,11,158.5,-0.5,1,0,4.6,0,4.6,0.13901875,4.24098361,29.10833333
1999,7,168.5,-0.5,4,0.84,4.61,3.77,9.22,0.18943333,-2.31470588,28.27
1999,1,145.5,2.5,3,0,4.61,0,4.61,0.03618125,0.03205128,29.70833333
1999,3,154.5,1.5,1,0,4.61,0,4.61,0.18254167,-1.41169591,28.185
1999,7,154.5,3.5,2.5,0.095,4.655,0.435,5.185,0.06736875,-3.46404494,29.6375
1999,7,159.5,4.5,3,0,4.76,0,4.76,0.05227778,-7.98870968,29.304
1999,7,154.5,2.5,1,0,4.8,0,4.8,0.0855625,-2.94876543,29.09583333
1999,4,141.5,1.5,1,0.04,4.81,5.73,10.58,0.13256667,0.06976744,28.90588235
1999,4,142.5,3.5,3,0.26,4.81,1.66,6.73,0.05895,4.33483146,28.85192308
1999,4,137.5,4.5,3,0,4.87,0,4.87,0.10146364,2.635,29.06785714
